date,prcp_mm,daily_trips,avg_distance,elasticity_corr
2025-04-11,7.3,150366,3.0692040088849883,0.07136341923036013
2025-04-12,21.0,148129,3.070767776735129,0.07136341923036013
2025-04-13,0.0,108590,3.7967480430978706,0.07136341923036013
2025-04-14,0.0,98182,3.6499960277851784,0.07136341923036013
2025-04-15,2.0,120235,3.288302075102896,0.07136341923036013
2025-04-16,0.1,131644,3.202882850718628,0.07136341923036013
2025-04-17,0.0,132481,3.3421671032072626,0.07136341923036013
2025-04-18,0.0,122717,3.3945388169528385,0.07136341923036013
2025-04-19,0.6,132497,3.345850321139324,0.07136341923036013
2025-04-20,0.0,114097,4.000795726443291,0.07136341923036013
2025-04-21,0.0,105889,3.8052491760239695,0.07136341923036013
2025-04-22,0.4,122595,3.4570485745748254,0.07136341923036013
2025-04-23,0.0,133218,3.2700920296056126,0.07136341923036013
2025-04-24,0.0,144804,3.2973667163890252,0.07136341923036013
2025-04-25,0.0,143747,3.3020045635734894,0.07136341923036013
2025-04-26,14.2,156390,3.163026088624582,0.07136341923036013
2025-04-27,0.1,139637,3.8359728438737393,0.07136341923036013
2025-04-28,0.0,107981,3.76635398820162,0.07136341923036013
2025-04-29,0.0,123989,3.3758932647250965,0.07136341923036013
2025-04-30,0.0,136961,3.37040383758883,0.07136341923036013
2025-05-01,0.0,152646,3.414606540623405,0.07136341923036013
2025-05-02,2.1,142587,3.3632677593329037,0.07136341923036013
2025-05-03,10.5,161685,3.2751060395212837,0.07136341923036013
2025-05-04,8.4,140547,3.912252129181006,0.07136341923036013
2025-05-05,13.2,131668,3.507811541149091,0.07136341923036013
2025-05-06,21.8,140720,3.3764535957930417,0.07136341923036013
2025-05-07,0.3,145052,3.409112249400227,0.07136341923036013
2025-05-08,1.3,159905,3.2860400237641256,0.07136341923036013
2025-05-09,16.2,156669,3.2880943262546842,0.07136341923036013
2025-05-10,0.0,157091,3.384133336728371,0.07136341923036013
2025-05-11,0.0,145310,3.9213520060560416,0.07136341923036013
2025-05-12,0.0,125059,3.843571594207491,0.07136341923036013
2025-05-13,2.0,146831,3.2906683874658804,0.07136341923036013
2025-05-14,25.8,156777,3.2323350363893795,0.07136341923036013
2025-05-15,3.6,162481,3.4935613394796583,0.07136341923036013
2025-05-16,0.5,157160,3.5568626240773726,0.07136341923036013
2025-05-17,1.9,176178,3.583263290535701,0.07136341923036013
2025-05-18,0.3,141225,4.191694530005299,0.07136341923036013
2025-05-19,0.0,131946,3.734985675958347,0.07136341923036013
2025-05-20,0.0,147279,3.410869166683615,0.07136341923036013
2025-05-21,2.5,159854,3.2655906639808463,0.07136341923036013
2025-05-22,22.2,157303,3.3625166716464,0.07136341923036013
2025-05-23,2.9,131718,3.6216147375453414,0.07136341923036013
2025-05-24,0.6,118578,3.7766144647405118,0.07136341923036013
2025-05-25,0.0,112148,4.15325106109779,0.07136341923036013
2025-05-26,0.0,97186,4.738038915070078,0.07136341923036013
2025-05-27,0.0,121120,3.7398945673711754,0.07136341923036013
2025-05-28,4.3,150590,3.2484941231157087,0.07136341923036013
2025-05-29,8.6,144469,3.428806941281508,0.07136341923036013
2025-05-30,2.9,142141,3.4614799389338797,0.07136341923036013
2025-05-31,26.4,150915,3.5455689626610885,0.07136341923036013
2025-06-01,0.0,129426,4.181957875542794,0.07136341923036013
2025-06-02,0.0,111224,3.8975649140473165,0.07136341923036013
2025-06-03,0.0,136570,3.450928095482193,0.07136341923036013
2025-06-04,0.0,152645,3.344089095613971,0.07136341923036013
2025-06-05,0.0,169756,3.3885644690025636,0.07136341923036013
2025-06-06,0.4,155306,3.5337039779531665,0.07136341923036013
2025-06-07,6.9,160765,3.636162473175126,0.07136341923036013
2025-06-08,0.7,137310,4.235594057242706,0.07136341923036013
2025-06-09,6.4,124833,3.731247907203982,0.07136341923036013
2025-06-10,21.6,137255,3.4046539652471632,0.07136341923036013
2025-06-11,0.0,146963,3.3071679946653547,0.07136341923036013
2025-06-12,0.0,160569,3.328063947586398,0.07136341923036013
2025-06-13,0.1,141023,3.4625902866907983,0.07136341923036013
2025-06-14,4.5,143870,3.4978842705220305,0.07136341923036013
2025-06-15,3.9,122966,4.006500089455611,0.07136341923036013
2025-06-16,2.5,116787,3.748974800277418,0.07136341923036013
2025-06-17,15.5,132353,3.283167287481205,0.07136341923036013
2025-06-18,9.0,151276,3.270722718739227,0.07136341923036013
2025-06-19,8.9,137950,3.406040449438252,0.07136341923036013
2025-06-20,0.9,134857,3.635957050801933,0.07136341923036013
2025-06-21,0.0,154516,3.7001792047425535,0.07136341923036013
2025-06-22,0.2,133341,4.2717515242873665,0.07136341923036013
2025-06-23,0.0,136133,3.7581648828718586,0.07136341923036013
2025-06-24,0.0,150524,3.2865434747946822,0.07136341923036013
2025-06-25,0.4,151585,3.2175494936833706,0.07136341923036013
2025-06-26,0.0,147244,3.470344801825541,0.07136341923036013
2025-06-27,0.0,133424,3.7015246132629906,0.07136341923036013
2025-06-28,1.9,140163,3.6337411442392,0.07136341923036013
2025-06-29,0.0,127418,4.07738286584309,0.07136341923036013
2025-06-30,0.3,109273,3.612961298765474,0.07136341923036013
2025-07-01,9.2,126466,3.2694175509624146,0.07136341923036013
2025-07-02,4.1,108949,3.5266001523648605,0.07136341923036013
2025-07-03,1.0,101352,3.5826706922409395,0.07136341923036013
2025-07-04,0.0,86813,4.147922891732742,0.07136341923036013
2025-07-05,0.0,93408,4.207108812949632,0.07136341923036013
2025-07-06,0.0,94665,4.5976034437226305,0.07136341923036013
2025-07-07,4.0,100021,4.013019965807213,0.07136341923036013
2025-07-08,12.9,127845,3.3750869412179147,0.07136341923036013
2025-07-09,1.5,132040,3.3791011814601433,0.07136341923036013
2025-07-10,16.1,125155,3.484443290320002,0.07136341923036013
2025-07-11,0.8,119998,3.570608343472365,0.07136341923036013
2025-07-12,0.1,134101,3.6300626393539206,0.07136341923036013
2025-07-13,0.1,116896,4.157024620175208,0.07136341923036013
2025-07-14,17.3,129697,3.572963676877592,0.07136341923036013
2025-07-15,7.6,129339,3.5669041820332295,0.07136341923036013
2025-07-16,1.8,139330,3.2855225005383772,0.07136341923036013
2025-07-17,7.9,142507,3.4182925751015434,0.07136341923036013
2025-07-18,0.0,123632,3.6440618933609095,0.07136341923036013
2025-07-19,0.0,134775,3.660298571693583,0.07136341923036013
2025-07-20,1.1,121867,4.093021736811456,0.07136341923036013
2025-07-21,0.0,108195,3.9209273996026295,0.07136341923036013
2025-07-22,0.0,119588,3.467897113422749,0.07136341923036013
2025-07-23,0.0,126515,3.405531438959805,0.07136341923036013
2025-07-24,0.0,130058,3.4453787540943326,0.07136341923036013
2025-07-25,4.2,131302,3.467371936451822,0.07136341923036013
2025-07-26,0.0,138493,3.751381080632233,0.07136341923036013
2025-07-27,5.0,116994,4.069166452980507,0.07136341923036013
2025-07-28,0.5,117405,3.825439461692429,0.07136341923036013
2025-07-29,0.0,133931,3.2698117687465666,0.07136341923036013
2025-07-30,2.3,137148,3.179560912299101,0.07136341923036013
2025-07-31,8.9,135242,3.362556380414315,0.07136341923036013
2025-08-01,3.0,118638,3.7110584298453575,0.07136341923036013
2025-08-02,0.0,126602,3.7601515773842404,0.07136341923036013
2025-08-03,0.0,109271,4.1327415325201065,0.07136341923036013
2025-08-04,0.0,102057,3.8206824617615824,0.07136341923036013
2025-08-05,0.2,114043,3.460956218268544,0.07136341923036013
2025-08-06,0.1,123247,3.4138532378070927,0.07136341923036013
2025-08-07,1.1,118002,3.5778674090270024,0.07136341923036013
2025-08-08,0.0,111551,3.702581509802648,0.07136341923036013
2025-08-09,0.0,113165,3.8118200857155453,0.07136341923036013
2025-08-10,0.0,101084,4.334902655217444,0.07136341923036013
2025-08-11,0.0,96899,3.982437280054471,0.07136341923036013
2025-08-12,0.0,111236,3.4831281239886356,0.07136341923036013
2025-08-13,5.3,128531,3.2412723000676933,0.07136341923036013
2025-08-14,2.7,119405,3.651869519701867,0.07136341923036013
2025-08-15,0.0,114054,3.754168376383099,0.07136341923036013
2025-08-16,3.3,119460,3.812410346559521,0.07136341923036013
2025-08-17,2.1,113408,4.116809219808123,0.07136341923036013
2025-08-18,1.4,92606,4.146083191153951,0.07136341923036013
2025-08-19,0.0,104335,3.6998452101404027,0.07136341923036013
2025-08-20,3.3,127426,3.329288371290001,0.07136341923036013
2025-08-21,0.4,111851,3.7580110146534254,0.07136341923036013
2025-08-22,0.0,110155,3.844618219781237,0.07136341923036013
2025-08-23,0.0,124840,3.818211390579961,0.07136341923036013
2025-08-24,0.2,110507,4.3316387197191215,0.07136341923036013
2025-08-25,0.0,96373,4.277738785759502,0.07136341923036013
2025-08-26,0.0,104848,3.889794368991276,0.07136341923036013
2025-08-27,0.1,110312,3.880781238668579,0.07136341923036013
2025-08-28,0.0,112721,3.9876574019038893,0.07136341923036013
2025-08-29,0.0,109775,4.14882632657706,0.07136341923036013
2025-08-30,0.0,115388,4.093494297500602,0.07136341923036013
2025-08-31,0.0,109740,4.368669035903067,0.07136341923036013
2025-09-01,0.0,96454,4.804909490534355,0.07136341923036013
2025-09-02,0.0,115419,3.977924171930129,0.07136341923036013
2025-09-03,0.0,128207,3.568149945010816,0.07136341923036013
2025-09-04,1.9,145916,3.3518701855861934,0.07136341923036013
2025-09-05,6.2,141592,3.5964060822645227,0.07136341923036013
2025-09-06,19.4,145316,3.491353601805749,0.07136341923036013
2025-09-07,25.3,126353,4.1283172540422495,0.07136341923036013
2025-09-08,0.0,120795,3.797065441450374,0.07136341923036013
2025-09-09,0.0,136470,3.376532351432534,0.07136341923036013
2025-09-10,3.2,147396,3.389179760644762,0.07136341923036013
2025-09-11,0.0,149809,3.413530962759228,0.07136341923036013
2025-09-12,0.0,154271,3.450543524058403,0.07136341923036013
2025-09-13,0.1,163545,3.4215884313185736,0.07136341923036013
2025-09-14,0.0,142702,3.950855348908901,0.07136341923036013
2025-09-15,0.0,125463,3.7825074324701196,0.07136341923036013
2025-09-16,0.0,139378,3.393384895751108,0.07136341923036013
2025-09-17,4.0,145813,3.354613031759887,0.07136341923036013
2025-09-18,0.1,155758,3.4221149475468327,0.07136341923036013
2025-09-19,0.0,149549,3.520051086934701,0.07136341923036013
2025-09-20,0.0,155713,3.558302582314903,0.07136341923036013
2025-09-21,0.0,135755,4.12625111413946,0.07136341923036013
2025-09-22,0.0,116099,3.862351527575581,0.07136341923036013
2025-09-23,0.5,113144,3.6022129321926126,0.07136341923036013
2025-09-24,9.6,131619,3.5711583434002936,0.07136341923036013
2025-09-25,54.7,147732,3.538391817615669,0.07136341923036013
2025-09-26,0.2,149263,3.6090694947844186,0.07136341923036013
2025-09-27,0.0,160955,3.4029297629772337,0.07136341923036013
2025-09-28,1.1,135415,3.97308156408078,0.07136341923036013
2025-09-29,0.0,120710,3.8166251346201547,0.07136341923036013
2025-09-30,0.0,135757,3.3937689400915114,0.07136341923036013
2025-10-01,0.0,130959,3.3971283378767247,0.07136341923036013
2025-10-02,0.0,127892,3.4712822537766748,0.07136341923036013
2025-10-03,0.0,137399,3.4799689226268913,0.07136341923036013
2025-10-04,0.0,144918,3.4739233911591314,0.07136341923036013
2025-10-05,0.0,124349,4.210209008516353,0.07136341923036013
2025-10-06,0.0,117032,3.719758698475645,0.07136341923036013
2025-10-07,0.0,130636,3.3376897639241663,0.07136341923036013
2025-10-08,6.9,144617,3.353074673102041,0.07136341923036013
2025-10-09,0.0,156630,3.390513375470871,0.07136341923036013
2025-10-10,0.0,150484,3.6071335823077173,0.07136341923036013
2025-10-11,1.2,151491,3.4817204982474332,0.07136341923036013
2025-10-12,8.5,127443,3.9090241127406062,0.07136341923036013
2025-10-13,37.0,110196,3.939595992595025,0.07136341923036013
2025-10-14,1.7,135014,3.6298027611951538,0.07136341923036013
2025-10-15,0.0,141799,3.533333168781154,0.07136341923036013
2025-10-16,0.0,155505,3.46993157776281,0.07136341923036013
2025-10-17,0.0,147043,3.551320770114931,0.07136341923036013
2025-10-18,0.0,149252,3.515751011711721,0.07136341923036013
2025-10-19,0.0,135608,4.043462922541457,0.07136341923036013
2025-10-20,7.0,114835,3.923561893151029,0.07136341923036013
2025-10-21,0.0,133287,3.518215054731527,0.07136341923036013
2025-10-22,3.2,142926,3.467689573625519,0.07136341923036013
2025-10-23,0.0,155181,3.4936391697437346,0.07136341923036013
2025-10-24,0.0,149359,3.5345393314095084,0.07136341923036013
2025-10-25,0.0,153592,3.4760462133444876,0.07136341923036013
2025-10-26,0.0,123952,4.0676767619723675,0.07136341923036013
2025-10-27,0.0,119842,3.798730161379159,0.07136341923036013
2025-10-28,0.0,133087,3.4298985625943863,0.07136341923036013
2025-10-29,0.0,140745,3.4561586557248827,0.07136341923036013
2025-10-30,38.1,158151,3.217037451549479,0.07136341923036013
2025-10-31,4.1,163767,3.5823910800099696,0.07136341923036013
2025-11-01,0.0,179542,3.5509454612290954,0.07136341923036013
2025-11-02,0.0,148344,3.757522313002207,0.07136341923036013
2025-11-03,0.0,126190,3.753504318884175,0.07136341923036013
2025-11-04,0.0,129582,3.5031175626244324,0.07136341923036013
2025-11-05,0.0,138736,3.4358716555183717,0.07136341923036013
2025-11-06,1.0,154117,3.413739301958903,0.07136341923036013
2025-11-07,0.0,143753,3.5645083580864294,0.07136341923036013
2025-11-08,6.2,150960,3.3327230392157174,0.07136341923036013
2025-11-09,0.2,130527,3.8113871459544737,0.07136341923036013
2025-11-10,13.2,129035,3.6898284186461416,0.07136341923036013
2025-11-11,0.6,129324,3.4831170548389974,0.07136341923036013
2025-11-12,0.0,138623,3.411528606364041,0.07136341923036013
2025-11-13,0.3,152099,3.3352714350522095,0.07136341923036013
2025-11-14,0.0,150594,3.408018247738933,0.07136341923036013
2025-11-15,0.0,159786,3.2813193271000087,0.07136341923036013
2025-11-16,4.5,133759,3.8701678391734267,0.07136341923036013
2025-11-17,0.1,126369,3.735662148153382,0.07136341923036013
2025-11-18,0.0,139383,3.4044289475760885,0.07136341923036013
2025-11-19,3.6,148429,3.345374084579135,0.07136341923036013
2025-11-20,0.0,155005,3.4043024418568115,0.07136341923036013
2025-11-21,0.0,148044,3.537867796060685,0.07136341923036013
2025-11-22,5.7,151646,3.3701241707661174,0.07136341923036013
2025-11-23,0.0,124243,3.769298793493403,0.07136341923036013
2025-11-24,0.0,117391,3.5680195244950723,0.07136341923036013
2025-11-25,2.6,139283,3.2450719757615722,0.07136341923036013
2025-11-26,10.9,118952,3.4815894646579992,0.07136341923036013
2025-11-27,1.1,95412,3.882038422839874,0.07136341923036013
2025-11-28,0.0,98411,3.505997195435506,0.07136341923036013
2025-11-29,0.0,112728,3.957169203747063,0.07136341923036013
2025-11-30,2.8,109288,4.278762901690956,0.07136341923036013
2025-12-01,0.0,13,2.3446153846153845,0.07136341923036013
2025-12-02,17.1,1,,0.07136341923036013
2025-12-03,0.0,1,,0.07136341923036013
2025-12-04,0.1,1,,0.07136341923036013
2025-12-05,0.0,1,,0.07136341923036013
2025-12-06,0.3,1,,0.07136341923036013
2025-12-07,0.0,1,,0.07136341923036013
2025-12-08,0.0,1,,0.07136341923036013
2025-12-09,0.0,1,,0.07136341923036013
2025-12-10,1.7,1,,0.07136341923036013
2025-12-11,1.3,1,,0.07136341923036013
2025-12-12,0.0,1,,0.07136341923036013
2025-12-13,0.0,1,,0.07136341923036013
2025-12-14,11.7,1,,0.07136341923036013
2025-12-15,0.0,1,,0.07136341923036013
2025-12-16,0.0,1,,0.07136341923036013
2025-12-17,0.0,1,,0.07136341923036013
2025-12-18,0.0,1,,0.07136341923036013
2025-12-19,25.4,1,,0.07136341923036013
2025-12-20,0.0,1,,0.07136341923036013
2025-12-21,0.0,1,,0.07136341923036013
2025-12-22,0.0,1,,0.07136341923036013
2025-12-23,3.4,1,,0.07136341923036013
2025-12-24,0.0,1,,0.07136341923036013
2025-12-25,0.0,1,,0.07136341923036013
2025-12-26,1.6,1,,0.07136341923036013
2025-12-27,10.4,1,,0.07136341923036013
2025-12-28,0.0,1,,0.07136341923036013
2025-12-29,4.7,1,,0.07136341923036013
2025-12-30,0.0,1,,0.07136341923036013
2025-12-31,0.0,1,,0.07136341923036013
